customer_id,gender,age,country,city,signup_date,last_purchase_date,acquisition_channel,device_type,subscription_type,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,coupon_code,support_tickets,refund_requested,delivery_delay_days,payment_method,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,churn
11515,Male,35,India,Dhaka,08-03-2022,04-06-2023,Google Ads,Tablet,Monthly,0,14,7.940723469,5.348558616,0.87,0.12,130.675927,66.17156944,1,No Coupon,0,0,2,BKash,5,8,27.05,1972.2078,11,1
11516,Male,28,India,Berlin,28-09-2023,28-05-2023,Email,Mobile,Monthly,1,8,10.635179,2.732839147,0.33,0.33,369.2491212,112.1749443,0,REF10,1,1,1,BKash,5,7,18.7,618.8851579,0,0
11517,Female,29,UK,Mumbai,11-03-2024,18-12-2024,Google Ads,Mobile,Annual,0,16,5.855532041,6.319314874,0.32,0.04,498.8438591,40.21349766,1,No Coupon,4,1,3,UPI,4,8,16.46,791.4845577,14,0
11518,Female,33,Bangladesh,Hamburg,30-08-2022,12-01-2023,Google Ads,Mobile,Annual,1,13,7.787446268,1.993150443,0.53,0.27,603.249729,59.03979754,1,No Coupon,2,1,2,BKash,4,7,21.15,799.247512,13,0
11519,Male,35,Germany,Delhi,08-06-2023,22-01-2025,Google Ads,Mobile,Annual,0,11,4.33030105,2.216743503,0.91,0.25,601.2095394,59.67622213,0,No Coupon,1,0,3,SEPA,3,8,27.47,1640.675959,5,0
11520,Other,39,Bangladesh,Berlin,31-01-2023,18-06-2024,Facebook Ads,Mobile,Annual,0,13,6.212419595,4.838461336,0.17,0.19,498.8438591,18.73517334,0,SALE15,1,0,2,PayPal,3,8,26.15,274.5115267,14,0
11521,Male,35,Bangladesh,Berlin,22-07-2022,12-01-2023,Referral,Tablet,Monthly,0,16,4.770959088,6.564362157,0.58,0.5,588.9047354,128.4921992,0,REF10,2,0,6,PayPal,1,1,27.93,1963.032181,10,0
11522,Other,29,Germany,Delhi,08-08-2022,27-04-2023,Email,Tablet,Monthly,0,19,6.215776476,4.090623764,0.49,0.33,668.9821704,113.9494338,1,NEW20,1,1,3,UPI,2,2,24.02,2142.592842,0,0
11523,Male,15,USA,Mumbai,22-11-2023,18-04-2023,Referral,Mobile,Annual,0,17,7.295789489,6.375449445,0.33,0.21,591.4507929,64.36624185,1,No Coupon,1,0,0,PayPal,5,0,7.3,828.6769352,7,0
11524,Male,29,India,New York,23-02-2023,14-11-2024,Facebook Ads,Tablet,Monthly,0,15,8.792540186,3.574411078,0.63,0.37,405.1561346,32.2362609,0,No Coupon,5,0,3,UPI,3,8,23.89,840.7400407,0,1
11525,Female,25,Germany,New York,14-08-2022,08-02-2023,Email,Tablet,Annual,0,16,13.91549747,3.40636322,0.37,0.12,417.5376903,69.51481309,0,REF10,3,0,0,PayPal,5,6,8.62,606.8306994,3,0
11526,Male,40,India,New York,02-08-2022,07-07-2024,Facebook Ads,Mobile,Annual,1,17,11.09373995,4.7459295,0.11,0.01,500.6229255,30.2046856,0,REF10,0,0,4,UPI,4,1,6.41,741.2415791,7,0
11527,Male,44,UK,Hamburg,25-12-2022,03-01-2025,Email,Desktop,Annual,0,12,9.435377377,4.725535869,0.87,0.37,1258.189351,9.132897311,0,No Coupon,1,0,6,Card,4,10,22.15,1738.761624,2,0
11528,Male,44,Bangladesh,Dhaka,16-05-2023,17-02-2023,Email,Mobile,Annual,0,13,2.22410369,7.273022204,0.22,0.4,77.90167185,54.32743133,0,NEW20,2,0,4,UPI,4,2,16.96,1149.860147,14,1
11529,Female,43,UK,Dhaka,16-04-2023,13-12-2023,Organic,Mobile,Monthly,0,15,5.082856027,3.658204464,0.62,0.13,569.9313142,63.30196546,1,No Coupon,1,1,4,BKash,5,3,26.89,1475.862448,9,0
11530,Female,34,Bangladesh,London,19-02-2024,22-04-2024,Facebook Ads,Mobile,Monthly,1,21,8.210738661,2.572253774,0.98,0.41,510.144994,57.47963509,0,No Coupon,2,0,2,PayPal,4,9,5.48,862.4776222,5,0
11531,Male,30,USA,Hamburg,19-01-2022,30-06-2024,Referral,Tablet,Annual,0,7,11.65426746,4.120403645,0.25,0.25,436.7533157,37.28805111,0,NEW20,4,0,0,UPI,4,4,25.44,899.2896425,6,0
11532,Female,28,Germany,Hamburg,17-12-2022,06-02-2025,Facebook Ads,Mobile,Monthly,1,18,7.327601654,4.563139731,0.49,0.48,1.242405327,70.43688009,0,No Coupon,2,0,1,UPI,4,2,18.11,175.0452956,14,1
11533,Female,20,USA,London,11-11-2022,22-02-2025,Facebook Ads,Desktop,Annual,1,11,9.442745269,5.46392749,0.67,0.15,498.8438591,49.3733379,1,SALE15,5,0,2,BKash,3,7,15.49,2169.384377,1,1
11534,Male,45,Bangladesh,Berlin,03-06-2024,18-01-2023,Facebook Ads,Mobile,Annual,0,18,4.09792174,3.69910812,0.92,0.26,1053.588371,81.71769615,1,No Coupon,2,1,3,BKash,3,7,26.9,2128.867306,2,0
11535,Male,33,UK,London,20-02-2024,05-01-2025,Organic,Mobile,Annual,0,17,5.346143655,1.629840153,0.87,0.3,813.3330755,72.4795756,0,REF10,2,0,0,UPI,1,6,5.02,676.2160631,1,1
11536,Male,23,Bangladesh,Dhaka,26-02-2024,07-05-2023,Organic,Desktop,Annual,0,14,7.212161029,5.010768209,0.98,0.03,237.377509,114.5098355,0,SALE15,3,0,5,SEPA,4,1,9.09,127.7165867,9,0
11537,Male,27,USA,Berlin,07-11-2023,28-11-2023,Organic,Tablet,Annual,1,10,1.90704309,3.146053434,0.58,0.12,225.0325804,54.54953849,1,No Coupon,5,0,4,PayPal,3,4,7.14,202.3435275,7,0
11538,Female,26,USA,London,02-08-2022,02-01-2023,Organic,Tablet,Monthly,0,16,9.805675044,5.540033463,0.04,0.27,774.1142825,59.03471281,0,NEW20,1,0,0,PayPal,5,9,7.98,1107.073291,4,0
11539,Male,35,UK,London,07-05-2023,22-02-2023,Facebook Ads,Mobile,Monthly,0,12,10.84306256,5.057275691,0.13,0.25,479.7457427,73.62813459,1,SALE15,1,0,1,SEPA,3,5,20.16,1054.78022,2,0
11540,Female,46,UK,Hamburg,10-08-2022,30-12-2024,Referral,Desktop,Monthly,1,17,10.16465971,3.372902857,0.91,0.3,145.7731082,74.73997397,1,REF10,1,0,6,UPI,5,5,21.12,562.5879912,3,1
11541,Female,35,USA,New York,18-06-2024,01-03-2023,Google Ads,Tablet,Monthly,1,16,3.102260766,3.028482618,0.49,0.06,498.8438591,71.93847071,1,REF10,1,0,1,BKash,3,4,11.18,927.0051104,2,0
11542,Male,35,Bangladesh,Dhaka,26-09-2022,30-06-2024,Facebook Ads,Tablet,Monthly,0,14,7.63208169,3.021679293,0.32,0.09,329.4355065,63.09867954,1,SALE15,1,0,3,UPI,3,10,20.84,1397.968114,6,0
11543,Female,33,Bangladesh,Berlin,25-03-2022,03-11-2024,Referral,Desktop,Annual,1,18,5.431882827,4.37514892,0.72,0.09,579.4080007,69.65649341,0,No Coupon,2,0,4,SEPA,5,7,29.62,207.166113,6,0
11544,Male,33,Germany,Delhi,13-01-2024,24-10-2023,Google Ads,Desktop,Annual,0,13,6.064680834,4.623984136,0.96,0.09,1009.29156,31.62616299,1,No Coupon,1,0,4,BKash,4,1,20.07,2257.131624,13,0
11545,Unknown,33,USA,Mumbai,20-06-2024,03-12-2024,Google Ads,Desktop,Annual,0,17,0.075156459,3.839557695,0.72,0.32,431.7944847,78.84755342,1,SALE15,3,0,1,SEPA,4,8,5.49,586.0711769,2,0
11546,Female,29,Germany,London,13-02-2022,10-02-2025,Organic,Tablet,Monthly,0,16,10.08991759,4.250369571,0.27,0.14,213.0716471,96.10807142,1,NEW20,0,0,2,SEPA,4,3,10.86,733.8944685,4,0
11547,Female,37,USA,Dhaka,11-08-2023,04-10-2023,Google Ads,Mobile,Annual,1,18,11.58427993,6.750558027,0.17,0.42,83.7016622,82.05700348,0,SALE15,1,1,3,Card,4,2,15.05,1891.109124,2,1
11548,Female,36,Germany,Berlin,02-09-2024,15-09-2024,Referral,Desktop,Monthly,0,21,0.579797989,6.620937601,0.55,0.21,234.2559021,93.29511403,0,SALE15,0,1,4,PayPal,4,2,7.82,2584.14379,14,0
11549,Male,35,India,Mumbai,26-05-2024,05-10-2024,Organic,Mobile,Annual,0,9,4.537738711,2.951090515,0.16,0.33,289.0826068,33.57065349,1,NEW20,1,0,2,BKash,3,3,7.38,1661.374053,1,0
11550,Female,39,Bangladesh,Hamburg,28-04-2024,29-08-2024,Facebook Ads,Desktop,Annual,0,8,9.060906269,5.738993217,0.87,0.19,394.9441626,64.9324692,1,NEW20,0,0,3,SEPA,3,1,28.29,10.21200535,13,0
11551,Unknown,31,Bangladesh,Dhaka,22-06-2024,22-01-2025,Facebook Ads,Desktop,Annual,0,10,7.597387338,4.012722551,0.21,0.47,587.1120771,58.70644135,1,SALE15,3,0,3,Card,5,10,20.38,974.5347069,2,0
11552,Female,30,India,Dhaka,10-06-2022,07-04-2024,Organic,Desktop,Annual,1,14,7.902129914,2.845967491,0.69,0.13,1068.837009,37.77823207,0,No Coupon,1,0,6,UPI,5,2,6.7,544.6079648,2,0
11553,Female,35,UK,Berlin,18-01-2024,17-09-2023,Organic,Desktop,Monthly,1,18,6.345289801,5.507394766,0.06,0.42,498.8438591,57.04555523,1,No Coupon,1,0,2,UPI,3,7,20.33,295.5881427,5,0
11554,Female,41,India,New York,12-01-2023,12-05-2023,Google Ads,Mobile,Monthly,1,22,9.778608527,3.066059175,0.14,0.18,687.5506676,68.71119732,0,No Coupon,2,0,2,Card,4,8,6.37,1496.12646,11,0
11555,Male,43,Bangladesh,Mumbai,04-11-2022,24-08-2023,Google Ads,Tablet,Annual,1,20,4.181991024,3.061591658,0.67,0.42,607.0057303,91.38424982,1,No Coupon,3,0,2,PayPal,3,4,25.06,490.7655945,0,0
11556,Male,47,USA,New York,20-05-2024,09-02-2025,Referral,Tablet,Monthly,0,14,10.16876025,1.697583524,0.69,0.06,146.8459457,82.72566304,0,No Coupon,7,0,4,BKash,4,6,10.59,1479.280543,5,0
11557,Female,40,Germany,London,27-04-2022,25-01-2025,Organic,Mobile,Monthly,0,12,7.976369193,3.852650981,0.9,0.1,476.8166384,39.74009418,0,SALE15,0,0,5,BKash,3,10,16.14,1473.975589,14,0
11558,Male,44,Bangladesh,New York,29-08-2024,24-02-2023,Facebook Ads,Desktop,Annual,0,17,7.67627509,2.831792936,0.99,0.2,46.32117463,78.21898046,0,SALE15,0,0,2,SEPA,5,9,9.78,1053.683,8,1
11559,Female,19,India,London,25-08-2023,09-12-2024,Referral,Desktop,Monthly,0,15,13.1558276,6.213905387,0.73,0.04,423.5021629,5.998480641,1,No Coupon,1,0,4,SEPA,4,1,23.03,579.5457953,14,0
11560,Other,37,USA,London,05-12-2022,24-03-2023,Facebook Ads,Tablet,Annual,0,21,8.214926951,3.85948296,0.19,0.16,496.6096958,70.47053248,1,REF10,2,1,9,Card,1,2,21.35,909.5481309,4,1
11561,Male,33,Bangladesh,Berlin,20-02-2024,24-05-2024,Facebook Ads,Mobile,Monthly,0,18,8.0476737,4.049203779,0.47,0.35,493.4793382,81.5093706,1,REF10,1,0,2,PayPal,5,2,22.1,1431.3137,3,0
11562,Male,52,India,Dhaka,06-06-2024,15-10-2023,Referral,Mobile,Annual,0,15,6.516081619,3.262921242,0.05,0.43,725.5737802,50.44465666,1,No Coupon,2,0,4,BKash,4,6,9.38,1129.105102,13,0
11563,Female,44,Bangladesh,Delhi,05-02-2024,15-01-2024,Facebook Ads,Tablet,Annual,0,10,6.796644782,2.827123077,0.64,0.35,1027.086163,71.2531227,1,NEW20,1,0,2,Card,4,1,14.58,1206.602907,12,0
11564,Male,29,India,Hamburg,12-10-2023,10-11-2023,Organic,Desktop,Monthly,0,8,12.6308494,2.541661639,0.61,0.26,189.8970565,36.34385291,1,REF10,1,1,3,Card,5,9,17.99,745.2392034,10,0
11565,Female,35,India,Delhi,18-07-2024,01-04-2024,Organic,Desktop,Annual,1,16,12.05590795,7.674398366,0.13,0.05,259.5664026,54.46797766,1,NEW20,2,0,1,SEPA,1,2,10.63,1335.570814,7,0
11566,Male,37,Bangladesh,New York,30-08-2023,10-07-2023,Referral,Desktop,Annual,1,11,7.455720605,3.884518548,0.88,0.17,258.7906529,55.68395037,0,REF10,4,0,3,PayPal,5,2,8.12,367.3190226,1,0
11567,Female,40,USA,Berlin,29-10-2023,05-08-2023,Facebook Ads,Tablet,Annual,0,15,14.3954758,3.028072684,0.1,0.18,498.8438591,52.29954875,0,NEW20,4,1,3,UPI,4,1,8.31,1081.130353,14,0
11568,Male,35,Bangladesh,Delhi,11-08-2024,02-09-2023,Facebook Ads,Tablet,Monthly,0,11,6.419364475,4.165032326,0.08,0.17,670.808413,115.0835671,1,SALE15,4,0,3,Card,3,8,6.7,1169.882419,2,0
11569,Female,39,Bangladesh,Hamburg,08-12-2023,16-02-2025,Google Ads,Tablet,Monthly,1,12,9.554519737,4.600054129,0.25,0.37,1037.277649,89.64047317,0,No Coupon,2,0,1,UPI,5,10,14.64,531.7214539,3,0
11570,Female,33,USA,Dhaka,28-07-2024,01-02-2023,Email,Desktop,Monthly,0,11,9.157256242,2.357105304,0.96,0.04,195.9208598,108.7617057,0,No Coupon,2,0,6,SEPA,2,3,17.72,1619.018578,7,0
11571,Female,35,Bangladesh,London,21-11-2022,18-09-2023,Referral,Mobile,Annual,0,10,5.969783538,2.92637473,0.94,0.13,163.5844394,75.86510471,0,NEW20,1,0,5,PayPal,4,3,19.96,502.8578008,7,1
11572,Male,28,Germany,London,05-01-2022,06-06-2023,Facebook Ads,Desktop,Annual,0,18,9.193474124,4.715289794,0.15,0.45,374.8602831,50.94105225,0,SALE15,2,0,2,Card,1,5,13.85,1773.758818,11,0
11573,Female,29,Germany,Berlin,25-02-2023,15-05-2023,Referral,Tablet,Annual,0,21,5.723159033,3.152430351,0.4,0.18,814.9863846,68.6981872,0,No Coupon,1,0,2,PayPal,4,9,18.83,816.4349598,2,0
11574,Female,47,Germany,New York,12-03-2022,08-02-2025,Google Ads,Tablet,Annual,0,13,11.80799573,2.108556649,0.5,0.38,498.8438591,74.58997125,0,No Coupon,0,0,7,PayPal,3,5,18.2,315.7667349,11,0
11575,Male,24,India,Dhaka,14-04-2022,23-09-2023,Referral,Tablet,Annual,0,20,8.792658692,3.163256275,0.66,0.22,878.5573157,66.89995488,1,No Coupon,2,0,3,UPI,4,2,18.93,500.3491047,6,0
11576,Male,25,UK,Hamburg,25-02-2022,30-01-2024,Organic,Tablet,Monthly,0,22,7.530701702,2.519304409,0.55,0.26,233.5071702,55.89497129,1,REF10,1,0,4,UPI,2,8,9.81,1997.984884,13,1
11577,Male,34,Bangladesh,New York,03-11-2022,22-02-2023,Facebook Ads,Tablet,Annual,0,13,7.370172025,6.002353423,0.45,0.47,455.5099061,55.99194362,1,SALE15,5,0,6,PayPal,4,5,25.12,592.5040807,4,1
11578,Female,27,UK,Hamburg,03-04-2024,08-11-2023,Google Ads,Mobile,Monthly,0,12,9.222405115,4.671486567,0.34,0.1,178.288462,74.49280821,1,NEW20,2,0,2,SEPA,4,8,24.12,1381.965193,2,1
11579,Female,26,Germany,New York,11-05-2023,09-02-2023,Organic,Tablet,Monthly,0,11,1.607678503,0.140772508,0.97,0.41,386.1609504,6.554317225,1,SALE15,4,1,4,UPI,4,3,5.77,294.9774526,13,0
11580,Female,36,USA,Berlin,19-06-2022,05-07-2023,Email,Mobile,Monthly,0,13,10.20863259,3.383577851,0.12,0.08,298.0187801,38.51898336,1,SALE15,2,0,2,UPI,3,7,17.82,1089.045467,11,0
11581,Male,20,Germany,London,21-05-2022,04-09-2023,Email,Tablet,Monthly,0,18,7.11736849,5.368977007,0.42,0.27,124.0145326,58.85231072,1,No Coupon,1,0,4,BKash,4,8,12.97,2577.594764,10,1
11582,Male,25,Bangladesh,New York,03-02-2022,10-08-2024,Referral,Mobile,Monthly,0,11,5.09582991,4.919635771,0.15,0.3,644.1596963,101.5131489,1,No Coupon,1,0,1,Card,3,1,27.02,1491.912743,10,0
11583,Female,56,UK,Hamburg,22-12-2022,26-08-2024,Facebook Ads,Desktop,Annual,0,14,6.026485443,3.187781756,0.52,0.28,1047.304973,104.3492041,1,SALE15,0,0,1,Card,3,6,27.06,1790.752802,13,0
11584,Female,40,UK,New York,22-02-2023,02-01-2025,Email,Desktop,Annual,0,12,8.986077537,5.432203835,0.74,0.18,420.1084149,68.80336509,0,SALE15,1,0,1,PayPal,4,10,11.22,13.60137008,11,0
11585,Unknown,35,India,Dhaka,22-02-2022,17-12-2024,Google Ads,Desktop,Monthly,1,16,5.932293232,3.257012996,0.57,0.39,10.9904598,34.42306889,1,SALE15,1,0,0,PayPal,2,5,14.65,102.4445865,2,1
11586,Male,39,USA,Mumbai,03-01-2022,17-09-2024,Facebook Ads,Mobile,Annual,0,25,6.857177733,2.881621288,0.16,0.36,250.4159639,89.75225676,1,REF10,1,0,1,PayPal,5,10,18.77,965.9548462,2,0
11587,Female,41,Germany,London,26-11-2022,16-08-2024,Google Ads,Mobile,Monthly,0,20,13.18176191,2.994939502,0.36,0.24,461.4127293,62.44637539,0,No Coupon,1,0,1,Card,4,5,29.53,2213.414603,8,0
11588,Male,45,USA,New York,01-02-2024,15-02-2024,Google Ads,Tablet,Annual,1,16,5.431346949,5.925295481,0.28,0.43,423.8299812,77.39204773,1,NEW20,2,1,2,SEPA,4,3,18.81,549.8080727,14,0
11589,Male,34,Bangladesh,Mumbai,11-09-2023,22-01-2024,Google Ads,Desktop,Annual,0,10,3.095393718,4.000419655,0.63,0.13,766.7755029,120.3711459,0,SALE15,0,0,2,PayPal,3,9,23.87,2436.922859,8,0
11590,Female,35,India,Delhi,03-09-2023,15-08-2023,Email,Tablet,Monthly,0,12,6.755521077,3.169701981,0.06,0.25,67.15612552,143.2790014,1,SALE15,2,0,6,SEPA,3,6,13.27,1101.823121,8,1
11591,Female,15,Germany,Hamburg,15-03-2024,27-02-2024,Referral,Desktop,Monthly,0,19,5.397314788,2.638413638,0.43,0.1,557.0687102,50.31607263,0,NEW20,0,1,4,SEPA,4,0,13.62,2356.197843,7,0
11592,Unknown,24,Bangladesh,Mumbai,23-11-2023,17-06-2024,Email,Tablet,Monthly,0,9,11.47750591,3.517770967,0.61,0.4,185.3603676,52.27863149,1,NEW20,0,0,2,UPI,4,9,19.7,1621.688372,4,0
11593,Male,37,USA,Delhi,08-10-2023,28-07-2023,Email,Desktop,Monthly,1,14,5.5409323,3.232200743,0.87,0.12,278.6075829,68.30444965,0,REF10,3,0,4,BKash,4,8,24.95,425.9127742,5,0
11594,Male,38,India,Hamburg,29-05-2022,20-04-2024,Referral,Desktop,Annual,1,12,4.352336194,2.593827512,0.7,0.15,243.3458109,84.96122535,0,No Coupon,1,0,5,Card,2,7,8.73,704.3112318,8,1
11595,Female,26,Germany,London,21-05-2023,20-03-2024,Organic,Mobile,Annual,1,12,10.92390084,3.47041561,0.96,0.23,354.6876794,59.36684748,0,SALE15,2,0,7,UPI,5,9,21.6,90.98736359,3,0
11596,Female,38,USA,London,28-10-2022,26-02-2024,Google Ads,Mobile,Annual,1,13,6.5206379,4.485786699,0.79,0.12,816.4094405,75.6397912,1,NEW20,2,0,3,Card,2,1,24.63,128.2338518,1,1
11597,Male,29,Germany,Berlin,13-05-2022,22-02-2025,Organic,Mobile,Annual,0,13,12.29717465,8.85011134,0.74,0.24,473.22657,42.75854639,1,No Coupon,1,0,11,BKash,1,1,21.4,1437.325285,2,1
11598,Male,32,India,Mumbai,16-09-2022,21-11-2023,Google Ads,Tablet,Monthly,0,19,6.381278966,3.40534055,0.87,0.38,738.8830406,71.17587048,0,REF10,1,0,4,PayPal,4,10,8.98,398.1901772,13,0
11599,Male,45,India,Hamburg,03-10-2022,01-10-2024,Organic,Tablet,Monthly,0,15,2.456258954,4.172126667,0.72,0.26,238.5928156,86.84773658,1,No Coupon,1,1,2,SEPA,4,0,15.42,173.0041858,9,0
11600,Female,44,USA,New York,16-09-2024,08-12-2023,Google Ads,Tablet,Monthly,0,15,4.411511449,2.639559602,0.9,0.03,275.474782,65.92937392,1,No Coupon,2,0,3,SEPA,3,1,8.52,215.9211248,2,0
11601,Male,25,Germany,Delhi,17-12-2023,29-01-2025,Referral,Tablet,Annual,0,9,0.305096101,6.931690013,0.14,0.02,498.8438591,74.18370949,0,NEW20,3,0,6,SEPA,4,4,18.48,1008.172681,2,0
11602,Male,24,UK,Mumbai,02-03-2022,30-09-2023,Referral,Tablet,Annual,0,16,0.164767376,4.187290022,0.88,0.39,1050.280792,21.06420071,1,SALE15,4,0,3,PayPal,3,9,27.15,2209.054104,1,0
11603,Male,31,Bangladesh,Delhi,19-07-2024,01-12-2024,Referral,Mobile,Monthly,0,16,7.954001538,4.726164214,0.12,0.44,947.3353839,53.28399819,0,No Coupon,3,0,5,SEPA,2,4,10.3,550.4364506,9,0
11604,Male,35,India,Hamburg,03-11-2023,27-11-2023,Facebook Ads,Tablet,Annual,0,14,9.998885464,4.640851052,0.73,0.41,474.7268582,22.52818437,0,No Coupon,2,0,4,BKash,4,0,15.69,933.2870917,3,0
11605,Male,28,Germany,London,27-05-2022,14-04-2024,Google Ads,Desktop,Annual,1,12,11.49260197,8.138240867,0.72,0.47,673.3197476,68.20466352,0,No Coupon,1,0,2,UPI,5,9,26.15,661.998616,14,0
11606,Female,45,USA,Hamburg,17-10-2023,03-03-2024,Referral,Tablet,Monthly,1,14,8.5634134,5.284740673,0.78,0.27,498.8438591,84.25030837,1,REF10,3,1,2,SEPA,4,3,5.18,2267.626838,11,0
11607,Male,38,USA,London,21-04-2024,27-10-2023,Organic,Desktop,Annual,0,15,10.81636598,4.378037908,0.12,0,1004.486334,58.3029552,1,NEW20,1,1,2,SEPA,3,4,7.75,255.1239715,9,0
11608,Female,39,India,Dhaka,04-04-2024,09-01-2025,Facebook Ads,Mobile,Monthly,0,13,6.407553676,4.107478417,0.87,0.44,92.22109773,74.90532725,0,NEW20,2,0,3,SEPA,4,0,23.7,213.5674763,13,0
11609,Male,22,India,Dhaka,28-10-2023,08-05-2024,Facebook Ads,Tablet,Annual,1,13,9.497332084,4.150729889,0.05,0.08,961.0517241,80.40194714,0,NEW20,1,0,3,BKash,3,10,24.56,2457.385601,4,0
11610,Female,47,UK,Hamburg,17-04-2024,17-01-2025,Referral,Tablet,Annual,1,11,2.243720253,2.845777703,0.14,0.21,498.8438591,47.52038126,1,REF10,4,0,4,UPI,2,2,19.53,2623.899876,9,1
11611,Female,35,USA,London,11-05-2023,22-08-2023,Email,Desktop,Annual,0,15,6.633783426,3.508802981,0.74,0.42,394.6777397,39.84069672,1,No Coupon,0,0,5,PayPal,4,3,18.79,800.3491812,4,0
11612,Female,43,Germany,Dhaka,15-09-2023,02-07-2023,Referral,Mobile,Annual,0,17,11.53055956,5.699624166,0.98,0.1,208.9352255,51.46169082,0,SALE15,1,0,5,BKash,3,4,22.75,1484.49285,8,0
11613,Female,44,Bangladesh,London,25-08-2023,09-02-2025,Email,Mobile,Monthly,0,13,6.31304391,2.944488589,0.3,0.33,590.4371871,6.071065034,1,No Coupon,1,0,5,BKash,5,0,23.23,225.0505124,14,0
11614,Male,31,Bangladesh,Mumbai,16-06-2024,01-04-2023,Referral,Desktop,Annual,1,20,7.331825329,3.423353856,0.95,0.49,944.9828131,48.76171911,1,No Coupon,2,0,0,UPI,5,10,18.94,1751.856683,8,0
11615,Male,48,UK,London,15-07-2023,19-04-2023,Google Ads,Mobile,Monthly,1,10,11.71024956,3.547637207,0.61,0.16,237.2148691,66.90893319,0,No Coupon,4,0,3,PayPal,4,10,10.53,558.8075519,12,0
11616,Female,34,Germany,Berlin,01-08-2024,21-01-2025,Organic,Tablet,Annual,0,18,9.061590519,2.835098619,0.21,0.13,633.5081696,88.4635926,1,No Coupon,2,0,5,UPI,3,1,9.05,233.9886773,4,0
11617,Unknown,36,Bangladesh,Dhaka,20-02-2023,19-05-2024,Email,Mobile,Annual,1,11,3.449912052,4.250917862,0.94,0.26,602.9895833,39.30080239,0,REF10,2,0,6,PayPal,4,9,24.16,1816.681446,5,0
11618,Female,38,Bangladesh,New York,11-05-2022,13-01-2023,Email,Mobile,Annual,0,14,11.12264716,3.946197819,0.98,0.38,940.4809313,72.19285402,1,REF10,2,1,1,UPI,3,7,6.65,66.37340733,5,0
11619,Female,67,Germany,New York,24-12-2023,05-04-2024,Facebook Ads,Tablet,Annual,0,27,11.68571709,2.381163218,0.66,0.17,553.3723366,44.1201817,1,No Coupon,2,0,2,UPI,3,3,10.15,1170.760902,7,0
11620,Female,35,Germany,Mumbai,16-08-2022,28-06-2023,Email,Desktop,Monthly,0,9,5.009812215,2.980848433,0.74,0.29,421.3872079,18.01474795,1,SALE15,1,0,5,BKash,2,5,24.61,434.064003,9,1
11621,Female,42,India,Berlin,04-07-2024,01-07-2023,Google Ads,Mobile,Monthly,0,19,11.92917733,3.704830172,0.73,0.06,306.4702984,70.02373411,0,SALE15,3,0,1,UPI,2,2,25.49,470.359025,6,0
11622,Male,26,Bangladesh,Hamburg,04-02-2024,22-04-2024,Organic,Tablet,Monthly,1,13,8.662559239,2.621216071,0.1,0.34,243.1252473,51.16223247,0,No Coupon,3,0,3,UPI,4,10,12.49,1700.045722,6,0
11623,Female,36,Bangladesh,New York,04-04-2022,19-10-2024,Email,Tablet,Monthly,1,19,8.233678984,1.969433688,0.26,0.07,60.34616077,92.86058378,0,No Coupon,2,0,2,PayPal,3,3,9.91,1396.890271,2,0
11624,Unknown,27,UK,New York,08-11-2023,07-04-2023,Facebook Ads,Tablet,Monthly,0,10,3.366423659,2.425534786,0.06,0.19,53.90344312,98.83341741,1,No Coupon,1,1,5,Card,4,4,23.92,188.840804,0,1
11625,Male,43,India,Mumbai,13-09-2023,28-07-2023,Organic,Desktop,Monthly,1,9,10.71071894,3.725635994,0.78,0.36,56.71393944,57.1759832,0,REF10,1,0,8,PayPal,2,2,19.98,195.8548582,11,1
11626,Female,36,India,Mumbai,04-07-2024,29-02-2024,Email,Mobile,Annual,0,14,9.854868109,3.076507474,0.5,0.06,466.4125311,63.52279604,1,No Coupon,3,1,1,BKash,3,4,5.16,100.3366402,4,0
11627,Male,24,Bangladesh,Berlin,26-07-2023,13-02-2023,Google Ads,Mobile,Monthly,0,25,10.37600598,4.608628996,0.46,0.3,589.2802503,25.50058582,0,NEW20,6,0,0,PayPal,4,7,23.6,2214.385078,5,1
11628,Female,36,USA,Delhi,08-04-2022,16-04-2024,Google Ads,Desktop,Monthly,0,16,9.817862526,5.553957589,0.87,0.4,444.4896688,52.0564216,1,No Coupon,1,0,5,SEPA,1,1,16.18,950.4431749,10,1
11629,Male,27,USA,Berlin,06-07-2022,15-01-2025,Organic,Desktop,Monthly,0,19,8.547335324,2.735689389,0.14,0.5,316.0570375,79.26453723,1,No Coupon,3,0,0,Card,3,5,13.18,32.03141151,13,0
11630,Female,37,Germany,Berlin,18-01-2024,27-08-2024,Facebook Ads,Tablet,Monthly,0,13,6.300134224,2.676183531,0.92,0.49,133.4458787,51.42602631,0,No Coupon,3,0,3,BKash,4,8,10.91,467.8986262,6,0
11631,Female,26,India,Dhaka,16-08-2023,16-05-2023,Google Ads,Desktop,Monthly,0,17,11.37803094,4.922020864,0.09,0.1,564.3482337,62.00527924,0,SALE15,2,1,4,BKash,3,6,11.35,448.2015231,7,0
11632,Male,35,Bangladesh,New York,08-07-2023,06-11-2024,Referral,Desktop,Monthly,0,22,2.088333322,4.097297736,0.37,0.41,687.6867281,74.06137171,1,REF10,3,0,1,UPI,4,0,18.43,1743.324171,4,0
